date,month,numerator,denominator,calc_value,name,type
2023-01-01,45,12693,26099,0.4863404728150504,Nottingham,Cleaner vehicles
2023-02-01,46,11302,23202,0.4871131798982846,Nottingham,Cleaner vehicles
2023-03-01,47,12782,26339,0.48528797600516344,Nottingham,Cleaner vehicles
2023-04-01,48,10682,22332,0.4783270643023464,Nottingham,Cleaner vehicles
2023-05-01,49,11632,24070,0.4832571665974242,Nottingham,Cleaner vehicles
2023-06-01,50,12837,26128,0.4913120024494795,Nottingham,Cleaner vehicles
2023-07-01,51,11586,24191,0.47893844818320863,Nottingham,Cleaner vehicles
2023-08-01,52,11262,23477,0.47970353963453594,Nottingham,Cleaner vehicles
2023-09-01,53,11649,24105,0.4832607342874922,Nottingham,Cleaner vehicles
2023-10-01,54,12205,24857,0.4910085690147645,Nottingham,Cleaner vehicles
2023-11-01,55,12316,25348,0.48587659775919206,Nottingham,Cleaner vehicles
2023-12-01,56,12383,25659,0.482598698312483,Nottingham,Cleaner vehicles
2024-01-01,57,12120,25095,0.4829647340107591,Nottingham,Cleaner vehicles
2024-02-01,58,11330,23702,0.47801873259640537,Nottingham,Cleaner vehicles
2024-03-01,59,11221,23636,0.4747419191064478,Nottingham,Cleaner vehicles
2024-04-01,60,11406,24183,0.47165364098747053,Nottingham,Cleaner vehicles
2019-04-01,0,7427,14002,0.5304242251106984,Portsmouth,CAZ B
2019-05-01,1,7508,14556,0.5158010442429238,Portsmouth,CAZ B
2019-06-01,2,7069,13573,0.5208133795034259,Portsmouth,CAZ B
2019-07-01,3,7455,14430,0.5166320166320166,Portsmouth,CAZ B
2019-08-01,4,7836,15281,0.5127936653360382,Portsmouth,CAZ B
2019-09-01,5,7709,14824,0.5200350782514841,Portsmouth,CAZ B
2019-10-01,6,8109,15629,0.5188431761469063,Portsmouth,CAZ B
2019-11-01,7,7947,15274,0.520295927720309,Portsmouth,CAZ B
2019-12-01,8,8227,15542,0.5293398533007335,Portsmouth,CAZ B
2020-01-01,9,8271,15767,0.5245766474281728,Portsmouth,CAZ B
2020-02-01,10,7466,14164,0.5271109855972889,Portsmouth,CAZ B
2020-03-01,11,12540,23593,0.5315135845377866,Portsmouth,CAZ B
2020-04-01,12,8577,16474,0.5206385820080126,Portsmouth,CAZ B
2020-05-01,13,7520,15162,0.4959767840654267,Portsmouth,CAZ B
2020-06-01,14,7572,15151,0.49976899214573295,Portsmouth,CAZ B
2020-07-01,15,7766,15780,0.4921419518377693,Portsmouth,CAZ B
2020-08-01,16,7197,14359,0.5012187478236646,Portsmouth,CAZ B
2020-09-01,17,8597,16980,0.506301531213192,Portsmouth,CAZ B
2020-10-01,18,8516,16979,0.5015607515165793,Portsmouth,CAZ B
2020-11-01,19,8375,16621,0.5038806329342398,Portsmouth,CAZ B
2020-12-01,20,8787,17576,0.49994310423304505,Portsmouth,CAZ B
2021-01-01,21,8157,16393,0.49759043494174343,Portsmouth,CAZ B
2021-02-01,22,7339,14941,0.4911987149454521,Portsmouth,CAZ B
2021-03-01,23,7976,16244,0.49101206599359765,Portsmouth,CAZ B
2021-04-01,24,7655,15473,0.49473276029212176,Portsmouth,CAZ B
2021-05-01,25,7329,14826,0.4943342776203966,Portsmouth,CAZ B
2021-06-01,26,8262,16582,0.49825111566759134,Portsmouth,CAZ B
2021-07-01,27,8320,16573,0.5020213600434441,Portsmouth,CAZ B
2021-08-01,28,7574,15300,0.4950326797385621,Portsmouth,CAZ B
2021-09-01,29,8849,17140,0.5162777129521587,Portsmouth,CAZ B
2021-10-01,30,8621,16923,0.5094250428411038,Portsmouth,CAZ B
2021-11-01,31,9094,17682,0.5143083361610677,Portsmouth,CAZ B
2021-12-01,32,9507,18701,0.5083685364419015,Portsmouth,CAZ B
2022-01-01,33,8551,16666,0.5130805232209288,Portsmouth,CAZ B
2022-02-01,34,8072,16277,0.4959144805553849,Portsmouth,CAZ B
2022-03-01,35,9152,18276,0.5007660319544758,Portsmouth,CAZ B
2022-04-01,36,8177,16444,0.49726343955242036,Portsmouth,CAZ B
2022-05-01,37,8340,17163,0.4859290333857717,Portsmouth,CAZ B
2022-06-01,38,8169,16480,0.49569174757281553,Portsmouth,CAZ B
2022-07-01,39,8186,16680,0.4907673860911271,Portsmouth,CAZ B
2022-08-01,40,8298,16988,0.48846244407817285,Portsmouth,CAZ B
2022-09-01,41,8088,16695,0.4844564240790656,Portsmouth,CAZ B
2022-10-01,42,8998,18590,0.4840236686390533,Portsmouth,CAZ B
2022-11-01,43,9122,19752,0.4618266504657756,Portsmouth,CAZ B
2022-12-01,44,10002,20301,0.4926850894044628,Portsmouth,CAZ B
2023-01-01,45,9559,20017,0.47754408752560323,Portsmouth,CAZ B
2023-02-01,46,8404,17740,0.47373167981961667,Portsmouth,CAZ B
2023-03-01,47,9632,20606,0.4674366689313792,Portsmouth,CAZ B
2023-04-01,48,8255,17678,0.46696458875438396,Portsmouth,CAZ B
2023-05-01,49,8790,19954,0.44051318031472386,Portsmouth,CAZ B
2023-06-01,50,9046,19601,0.46150706596602215,Portsmouth,CAZ B
2023-07-01,51,8262,18334,0.4506381586124141,Portsmouth,CAZ B
2023-08-01,52,8349,18652,0.4476195582243191,Portsmouth,CAZ B
2023-09-01,53,8307,18614,0.44627699580960567,Portsmouth,CAZ B
2023-10-01,54,8762,19815,0.44219025990411304,Portsmouth,CAZ B
2023-11-01,55,9130,19965,0.4573002754820937,Portsmouth,CAZ B
2023-12-01,56,8889,19506,0.45570593663488157,Portsmouth,CAZ B
2024-01-01,57,9120,20307,0.44910621953021124,Portsmouth,CAZ B
2024-02-01,58,8038,18363,0.43772804008059685,Portsmouth,CAZ B
2024-03-01,59,8175,18744,0.4361395646606914,Portsmouth,CAZ B
2024-04-01,60,8475,19072,0.4443687080536913,Portsmouth,CAZ B
2019-04-01,0,19416,39043,0.49729785108726277,Sheffield,CAZ C
2019-05-01,1,21703,43411,0.4999424109096773,Sheffield,CAZ C
2019-06-01,2,20228,40596,0.4982756921864223,Sheffield,CAZ C
2019-07-01,3,19353,38457,0.5032373820110773,Sheffield,CAZ C
2019-08-01,4,22703,45527,0.49867111823752935,Sheffield,CAZ C
2019-09-01,5,21259,42258,0.5030763405745657,Sheffield,CAZ C
2019-10-01,6,23166,46430,0.498944647856989,Sheffield,CAZ C
2019-11-01,7,21935,43581,0.5033156650834079,Sheffield,CAZ C
2019-12-01,8,23054,45701,0.5044528566114527,Sheffield,CAZ C
2020-01-01,9,22442,44911,0.4996994054908597,Sheffield,CAZ C
2020-02-01,10,20177,40496,0.4982467404188068,Sheffield,CAZ C
2020-03-01,11,31643,61558,0.5140355437148705,Sheffield,CAZ C
2020-04-01,12,23220,46657,0.497674518293075,Sheffield,CAZ C
2020-05-01,13,19928,41677,0.47815341795234784,Sheffield,CAZ C
2020-06-01,14,20548,43035,0.4774718252585105,Sheffield,CAZ C
2020-07-01,15,20639,43611,0.4732521611520029,Sheffield,CAZ C
2020-08-01,16,18964,39683,0.4778872565078245,Sheffield,CAZ C
2020-09-01,17,21979,45107,0.487263617620325,Sheffield,CAZ C
2020-10-01,18,21655,45156,0.47955974842767296,Sheffield,CAZ C
2020-11-01,19,21147,44259,0.4778011251948756,Sheffield,CAZ C
2020-12-01,20,22604,47788,0.4730057755084959,Sheffield,CAZ C
2021-01-01,21,19689,42034,0.46840652804872246,Sheffield,CAZ C
2021-02-01,22,19061,40411,0.47167850337779316,Sheffield,CAZ C
2021-03-01,23,20852,44376,0.4698936361997476,Sheffield,CAZ C
2021-04-01,24,19847,41890,0.47378849367390785,Sheffield,CAZ C
2021-05-01,25,19285,40903,0.4714813094394054,Sheffield,CAZ C
2021-06-01,26,21324,44376,0.4805300162249865,Sheffield,CAZ C
2021-07-01,27,21534,44792,0.4807554920521522,Sheffield,CAZ C
2021-08-01,28,19378,40822,0.4746950173925824,Sheffield,CAZ C
2021-09-01,29,21589,44812,0.4817682763545479,Sheffield,CAZ C
2021-10-01,30,20854,43057,0.48433471909329495,Sheffield,CAZ C
2021-11-01,31,22281,46222,0.48204318289991777,Sheffield,CAZ C
2021-12-01,32,23921,49580,0.48247277127874144,Sheffield,CAZ C
2022-01-01,33,20762,43709,0.47500514768125557,Sheffield,CAZ C
2022-02-01,34,19165,40367,0.4747689944756856,Sheffield,CAZ C
2022-03-01,35,21576,45264,0.4766702014846235,Sheffield,CAZ C
2022-04-01,36,19949,42142,0.47337572967585784,Sheffield,CAZ C
2022-05-01,37,21352,45150,0.4729125138427464,Sheffield,CAZ C
2022-06-01,38,20837,43541,0.478560437288992,Sheffield,CAZ C
2022-07-01,39,20704,43742,0.4733208358099767,Sheffield,CAZ C
2022-08-01,40,20700,43882,0.4717196116858849,Sheffield,CAZ C
2022-09-01,41,20340,42818,0.4750338642626933,Sheffield,CAZ C
2022-10-01,42,20809,44152,0.4713036782025729,Sheffield,CAZ C
2022-11-01,43,21300,45175,0.47149972329828443,Sheffield,CAZ C
2022-12-01,44,22771,47917,0.47521756370390467,Sheffield,CAZ C
2023-01-01,45,20854,44519,0.46842921000022464,Sheffield,CAZ C
2023-02-01,46,18735,40837,0.4587751303964542,Sheffield,CAZ C
2023-03-01,47,20758,45371,0.4575169160917767,Sheffield,CAZ C
2023-04-01,48,18014,40092,0.4493165718846653,Sheffield,CAZ C
2023-05-01,49,19420,42857,0.4531348437828126,Sheffield,CAZ C
2023-06-01,50,19770,43472,0.4547754876702245,Sheffield,CAZ C
2023-07-01,51,18826,42419,0.44381055659020724,Sheffield,CAZ C
2023-08-01,52,18734,41990,0.4461538461538462,Sheffield,CAZ C
2023-09-01,53,18218,40692,0.4477047085422196,Sheffield,CAZ C
2023-10-01,54,19715,44148,0.44656609585938206,Sheffield,CAZ C
2023-11-01,55,19571,43652,0.4483414276550903,Sheffield,CAZ C
2023-12-01,56,19425,43681,0.44470135756965273,Sheffield,CAZ C
2024-01-01,57,19681,44736,0.4399365164520744,Sheffield,CAZ C
2024-02-01,58,18248,41586,0.4388015197422209,Sheffield,CAZ C
2024-03-01,59,18250,42253,0.431921993704589,Sheffield,CAZ C
2024-04-01,60,18026,41975,0.42944609886837404,Sheffield,CAZ C
2019-04-01,0,11798,21122,0.5585645298740649,Southampton,Cleaner vehicles
2019-05-01,1,11999,21801,0.5503875968992248,Southampton,Cleaner vehicles
2019-06-01,2,11327,20403,0.5551634563544576,Southampton,Cleaner vehicles
2019-07-01,3,10781,19581,0.5505847505234667,Southampton,Cleaner vehicles
2019-08-01,4,12477,22793,0.5474049050146975,Southampton,Cleaner vehicles
2019-09-01,5,11504,20765,0.5540091500120395,Southampton,Cleaner vehicles
2019-10-01,6,13081,23569,0.5550086978658407,Southampton,Cleaner vehicles
2019-11-01,7,13031,23415,0.5565235959854794,Southampton,Cleaner vehicles
2019-12-01,8,12881,23235,0.5543791693565742,Southampton,Cleaner vehicles
2020-01-01,9,13205,23807,0.5546687948922586,Southampton,Cleaner vehicles
2020-02-01,10,12307,22394,0.5495668482629276,Southampton,Cleaner vehicles
2020-03-01,11,18748,33385,0.5615695671708851,Southampton,Cleaner vehicles
2020-04-01,12,13444,24536,0.5479295728725139,Southampton,Cleaner vehicles
2020-05-01,13,11156,20970,0.5319980925131139,Southampton,Cleaner vehicles
2020-06-01,14,11097,20753,0.534717872114875,Southampton,Cleaner vehicles
2020-07-01,15,11468,21285,0.5387831806436457,Southampton,Cleaner vehicles
2020-08-01,16,10122,18798,0.5384615384615384,Southampton,Cleaner vehicles
2020-09-01,17,12480,22842,0.5463619648016811,Southampton,Cleaner vehicles
2020-10-01,18,12404,22975,0.5398911860718172,Southampton,Cleaner vehicles
2020-11-01,19,11721,21846,0.536528426256523,Southampton,Cleaner vehicles
2020-12-01,20,12135,22384,0.5421283059328091,Southampton,Cleaner vehicles
2021-01-01,21,12039,22446,0.5363539160652232,Southampton,Cleaner vehicles
2021-02-01,22,10606,19625,0.5404331210191082,Southampton,Cleaner vehicles
2021-03-01,23,11426,21260,0.5374412041392286,Southampton,Cleaner vehicles
2021-04-01,24,11119,20703,0.5370719219436797,Southampton,Cleaner vehicles
2021-05-01,25,10854,20170,0.5381259295984134,Southampton,Cleaner vehicles
2021-06-01,26,11473,21031,0.5455280300508772,Southampton,Cleaner vehicles
2021-07-01,27,11584,21300,0.5438497652582159,Southampton,Cleaner vehicles
2021-08-01,28,10861,20063,0.5413447639934207,Southampton,Cleaner vehicles
2021-09-01,29,12194,22205,0.5491555955865796,Southampton,Cleaner vehicles
2021-10-01,30,12506,22880,0.5465909090909091,Southampton,Cleaner vehicles
2021-11-01,31,12577,23310,0.5395538395538395,Southampton,Cleaner vehicles
2021-12-01,32,13639,25088,0.5436463647959183,Southampton,Cleaner vehicles
2022-01-01,33,11120,20585,0.5401991741559388,Southampton,Cleaner vehicles
2022-02-01,34,11629,21836,0.5325609085913171,Southampton,Cleaner vehicles
2022-03-01,35,12756,23842,0.5350222296787183,Southampton,Cleaner vehicles
2022-04-01,36,11548,21525,0.5364924506387921,Southampton,Cleaner vehicles
2022-05-01,37,12079,22573,0.5351083152438755,Southampton,Cleaner vehicles
2022-06-01,38,11541,21795,0.529525120440468,Southampton,Cleaner vehicles
2022-07-01,39,11763,22214,0.5295309264427839,Southampton,Cleaner vehicles
2022-08-01,40,11351,21558,0.5265330735689767,Southampton,Cleaner vehicles
2022-09-01,41,11663,22394,0.5208091453067786,Southampton,Cleaner vehicles
2022-10-01,42,11747,22553,0.5208619695827607,Southampton,Cleaner vehicles
2022-11-01,43,11549,22286,0.5182177151574979,Southampton,Cleaner vehicles
2022-12-01,44,13164,24627,0.5345352661712754,Southampton,Cleaner vehicles
2023-01-01,45,12719,24056,0.5287246425008314,Southampton,Cleaner vehicles
2023-02-01,46,11207,21671,0.5171427253010936,Southampton,Cleaner vehicles
2023-03-01,47,12275,23779,0.5162117835064552,Southampton,Cleaner vehicles
2023-04-01,48,10458,20683,0.5056326451675289,Southampton,Cleaner vehicles
2023-05-01,49,11323,22281,0.5081908352407881,Southampton,Cleaner vehicles
2023-06-01,50,12356,24058,0.5135921522986117,Southampton,Cleaner vehicles
2023-07-01,51,11087,21769,0.5093022187514356,Southampton,Cleaner vehicles
2023-08-01,52,10925,21686,0.5037812413538688,Southampton,Cleaner vehicles
2023-09-01,53,11133,21879,0.5088440970793912,Southampton,Cleaner vehicles
2023-10-01,54,12049,23750,0.5073263157894737,Southampton,Cleaner vehicles
2023-11-01,55,12582,24152,0.5209506459092414,Southampton,Cleaner vehicles
2023-12-01,56,12156,23464,0.5180702352540061,Southampton,Cleaner vehicles
2024-01-01,57,12445,24309,0.5119503064708544,Southampton,Cleaner vehicles
2024-02-01,58,11174,22228,0.5026992981824726,Southampton,Cleaner vehicles
2024-03-01,59,11336,22317,0.5079535779898732,Southampton,Cleaner vehicles
2024-04-01,60,11278,22502,0.501199893342814,Southampton,Cleaner vehicles
