date,month,numerator,denominator,calc_value,org_code,name
2021-08-01,28,1579,3621,0.436067384700359,92A,NHS SURREY HEARTLANDS
2021-09-01,29,1823,4007,0.4549538307961068,92A,NHS SURREY HEARTLANDS
2021-10-01,30,2006,4340,0.46221198156682025,92A,NHS SURREY HEARTLANDS
2021-11-01,31,1913,4229,0.4523528020808702,92A,NHS SURREY HEARTLANDS
2021-12-01,32,2224,4787,0.4645916022561103,92A,NHS SURREY HEARTLANDS
2022-01-01,33,1881,4105,0.4582216808769793,92A,NHS SURREY HEARTLANDS
2022-02-01,34,1689,3762,0.44896331738437,92A,NHS SURREY HEARTLANDS
2022-03-01,35,1901,4146,0.4585142305836951,92A,NHS SURREY HEARTLANDS
2022-04-01,36,1750,3881,0.4509147127029116,92A,NHS SURREY HEARTLANDS
2022-05-01,37,1832,4103,0.4465025591030953,92A,NHS SURREY HEARTLANDS
2022-06-01,38,1790,3979,0.44986177431515456,92A,NHS SURREY HEARTLANDS
2022-07-01,39,1829,4057,0.4508257333004683,92A,NHS SURREY HEARTLANDS
2022-08-01,40,1640,3785,0.4332892998678996,92A,NHS SURREY HEARTLANDS
2022-09-01,41,1700,3794,0.4480759093305219,92A,NHS SURREY HEARTLANDS
2022-10-01,42,1896,4188,0.45272206303724927,92A,NHS SURREY HEARTLANDS
2022-11-01,43,1845,4090,0.4511002444987775,92A,NHS SURREY HEARTLANDS
2022-12-01,44,2127,4531,0.46943279629220924,92A,NHS SURREY HEARTLANDS
2023-01-01,45,1995,4252,0.4691909689557855,92A,NHS SURREY HEARTLANDS
2023-02-01,46,1650,3689,0.44727568446733534,92A,NHS SURREY HEARTLANDS
2023-03-01,47,1767,4065,0.43468634686346863,92A,NHS SURREY HEARTLANDS
2023-04-01,48,1556,3557,0.43744728703964014,92A,NHS SURREY HEARTLANDS
2023-05-01,49,1720,3874,0.4439855446566856,92A,NHS SURREY HEARTLANDS
2023-06-01,50,1853,4098,0.45217179111761835,92A,NHS SURREY HEARTLANDS
2023-07-01,51,1665,3828,0.43495297805642635,92A,NHS SURREY HEARTLANDS
2023-08-01,52,1600,3700,0.43243243243243246,92A,NHS SURREY HEARTLANDS
2023-09-01,53,1657,3737,0.4434037998394434,92A,NHS SURREY HEARTLANDS
2023-10-01,54,1835,3904,0.47003073770491804,92A,NHS SURREY HEARTLANDS
2023-11-01,55,1764,4040,0.43663366336633663,92A,NHS SURREY HEARTLANDS
2023-12-01,56,1871,4192,0.4463263358778626,92A,NHS SURREY HEARTLANDS
2024-01-01,57,1863,4250,0.4383529411764706,92A,NHS SURREY HEARTLANDS
2024-02-01,58,1748,4000,0.437,92A,NHS SURREY HEARTLANDS
2024-03-01,59,1675,3972,0.4217019133937563,92A,NHS SURREY HEARTLANDS
2024-04-01,60,1698,3958,0.4290045477513896,92A,NHS SURREY HEARTLANDS
2019-04-01,0,1514,2741,0.5523531557825611,11N,NHS KERNOW
2019-05-01,1,1531,2844,0.5383263009845288,11N,NHS KERNOW
2019-06-01,2,1447,2721,0.531789783167953,11N,NHS KERNOW
2019-07-01,3,1545,2833,0.5453582774444052,11N,NHS KERNOW
2019-08-01,4,1456,2771,0.5254420786719596,11N,NHS KERNOW
2019-09-01,5,1475,2749,0.5365587486358676,11N,NHS KERNOW
2019-10-01,6,1561,2920,0.5345890410958904,11N,NHS KERNOW
2019-11-01,7,1530,2824,0.5417847025495751,11N,NHS KERNOW
2019-12-01,8,1635,3061,0.5341391702058151,11N,NHS KERNOW
2020-01-01,9,1644,3021,0.5441906653426017,11N,NHS KERNOW
2020-02-01,10,1465,2846,0.5147575544624033,11N,NHS KERNOW
2020-03-01,11,2505,4526,0.5534688466637208,11N,NHS KERNOW
2020-04-01,12,1686,3326,0.5069152134696332,11N,NHS KERNOW
2020-05-01,13,1487,2918,0.5095956134338588,11N,NHS KERNOW
2020-06-01,14,1332,2643,0.5039727582292849,11N,NHS KERNOW
2020-07-01,15,1430,2826,0.5060155697098372,11N,NHS KERNOW
2020-08-01,16,1306,2512,0.5199044585987261,11N,NHS KERNOW
2020-09-01,17,1508,2882,0.5232477446217905,11N,NHS KERNOW
2020-10-01,18,1600,3067,0.5216824258232801,11N,NHS KERNOW
2020-11-01,19,1444,2858,0.5052484254723583,11N,NHS KERNOW
2020-12-01,20,1525,2977,0.5122606650990931,11N,NHS KERNOW
2021-01-01,21,1554,3026,0.5135492399206874,11N,NHS KERNOW
2021-02-01,22,1249,2477,0.5042389987888575,11N,NHS KERNOW
2021-03-01,23,1515,2978,0.5087306917394224,11N,NHS KERNOW
2021-04-01,24,1348,2704,0.4985207100591716,11N,NHS KERNOW
2021-05-01,25,1349,2633,0.5123433345993164,11N,NHS KERNOW
2021-06-01,26,1389,2741,0.5067493615468807,11N,NHS KERNOW
2021-07-01,27,1447,2884,0.5017337031900139,11N,NHS KERNOW
